time,x_kalman,y_kalman,z_kalman,x_lh,y_lh,z_lh,roll,pitch,yaw,motor.m1,motor.m2,motor.m3,motor.m4,stabilizer.thrust,stabilizer.roll,stabilizer.pitch,stabilizer.yaw
7.98,-0.012746785767376423,0.5185588598251343,0.5263290405273438,0.0,0.0,0.0,0.032262321561574936,-1.7669203281402588,0.2796545922756195,39989.0,41499.0,41053.0,38607.0,40287.08203125,0.05204300582408905,-1.9027832746505737,0.2835191488265991
8.0,-0.018252333626151085,0.5183092951774597,0.5240410566329956,0.0,0.0,0.0,0.06770423799753189,-2.0429766178131104,0.28693464398384094,40514.0,41656.0,40246.0,38276.0,40173.9453125,0.08356103301048279,-2.2088587284088135,0.2873656153678894
8.02,-0.02318931184709072,0.5164239406585693,0.5238860845565796,0.0,0.0,0.0,0.10631581395864487,-2.336122512817383,0.29277852177619934,39954.0,40486.0,41058.0,39094.0,40148.22265625,0.13242138922214508,-2.4380295276641846,0.3000876009464264
8.04,-0.026097048074007034,0.5172504186630249,0.5233300924301147,0.0,0.0,0.0,0.16671988368034363,-2.514343500137329,0.3155139088630676,29401.0,28333.0,51181.0,51277.0,40048.40234375,0.17633260786533356,-2.6186742782592773,0.3320513665676117
8.06,-0.024871498346328735,0.5181388258934021,0.523261308670044,0.0,0.0,0.0,0.1924893707036972,-2.7179555892944336,0.340787410736084,40552.0,43060.0,40014.0,35866.0,39873.03515625,0.3796140253543854,-2.777981996536255,0.36069804430007935
8.08,-0.03111414611339569,0.5162220001220703,0.5243733525276184,0.0,0.0,0.0,0.9398359060287476,-2.835787773132324,0.3768351674079895,45531.0,41969.0,34035.0,36013.0,39387.61328125,2.021526575088501,-2.9210002422332764,0.3992813229560852
8.1,-0.03255711868405342,0.5147555470466614,0.524117112159729,0.0,0.0,0.0,3.3395538330078125,-2.989436149597168,0.4065834581851959,41013.0,42005.0,38303.0,35211.0,39133.2578125,4.821318626403809,-3.0871481895446777,0.42403772473335266
8.12,-0.03237820416688919,0.5150269269943237,0.5247328877449036,0.0,0.0,0.0,6.219600677490234,-3.150035858154297,0.4362555146217346,37959.0,39107.0,40669.0,37157.0,38723.8203125,7.504856109619141,-3.182544231414795,0.45907166600227356
8.14,-0.03221827372908592,0.5181534290313721,0.5270295143127441,0.0,0.0,0.0,8.575533866882324,-3.172260284423828,0.47572991251945496,38079.0,38403.0,40959.0,37595.0,38759.33203125,9.524039268493652,-3.1384057998657227,0.5029752850532532
8.16,-0.03293725475668907,0.5198560357093811,0.5278186798095703,0.0,0.0,0.0,10.307868003845215,-3.0982539653778076,0.5211046934127808,39260.0,39458.0,39846.0,37032.0,38899.1640625,11.062638282775879,-3.0615956783294678,0.5453152060508728
8.18,-0.03253072500228882,0.5164856910705566,0.5338852405548096,0.0,0.0,0.0,11.72402572631836,-3.0555522441864014,0.5587137341499329,38706.0,40406.0,39188.0,34732.0,38258.54296875,12.369152069091797,-3.0296168327331543,0.5764275193214417
8.2,-0.03308270499110222,0.5147674083709717,0.5335599780082703,0.0,0.0,0.0,12.990412712097168,-3.0072782039642334,0.5939053297042847,37757.0,40123.0,40605.0,35431.0,38479.69921875,13.586043357849121,-2.9511165618896484,0.6082067489624023
8.22,-0.033969368785619736,0.5135070085525513,0.5342844724655151,0.0,0.0,0.0,14.11196231842041,-2.9231274127960205,0.6237598061561584,39154.0,38948.0,40602.0,37112.0,38954.234375,14.610624313354492,-2.85921573638916,0.6385330557823181
8.24,-0.03549220785498619,0.5092238187789917,0.5338267087936401,0.0,0.0,0.0,15.074738502502441,-2.759629726409912,0.6462733745574951,40272.0,38852.0,39800.0,38364.0,39322.984375,15.480096817016602,-2.677490234375,0.651627779006958
8.26,-0.03652065992355347,0.5066726207733154,0.5338820815086365,0.0,0.0,0.0,15.850081443786621,-2.617717981338501,0.6569080948829651,40280.0,41170.0,40688.0,36746.0,39721.08203125,16.216331481933594,-2.557389259338379,0.6596980690956116
8.28,-0.036088958382606506,0.49917739629745483,0.5393106341362,0.0,0.0,0.0,16.508764266967773,-2.47218918800354,0.6516671180725098,40461.0,39859.0,40179.0,37977.0,39619.6328125,16.76862144470215,-2.403186082839966,0.6561462879180908
8.3,-0.03674780949950218,0.49292704463005066,0.535416841506958,0.0,0.0,0.0,16.959497451782227,-2.3609085083007812,0.6592668294906616,40464.0,41246.0,40792.0,37442.0,39986.984375,17.089284896850586,-2.31508207321167,0.6572561860084534
8.32,-0.03333817049860954,0.48273470997810364,0.534721851348877,0.0,0.0,0.0,17.134662628173828,-2.2522826194763184,0.6426483988761902,41149.0,39351.0,41071.0,40489.0,40515.58203125,17.10643196105957,-2.1595206260681152,0.627482533454895
8.34,-0.03399494290351868,0.4760577082633972,0.5330668687820435,0.0,0.0,0.0,16.986400604248047,-2.061980724334717,0.6154580116271973,40103.0,41043.0,42453.0,39693.0,40823.046875,16.779783248901367,-1.997892141342163,0.6057909727096558
8.36,-0.03535038232803345,0.4632778763771057,0.5318194031715393,0.0,0.0,0.0,16.585662841796875,-1.9184465408325195,0.602893590927124,42125.0,40593.0,40867.0,40659.0,41061.21484375,16.263168334960938,-1.8493741750717163,0.5722289681434631
8.38,-0.03402578830718994,0.45294544100761414,0.5315635204315186,0.0,0.0,0.0,15.904645919799805,-1.787400484085083,0.5546460747718811,41759.0,40879.0,42083.0,40999.0,41430.04296875,15.525886535644531,-1.7411385774612427,0.5371407866477966
8.4,-0.03450147807598114,0.44018352031707764,0.5279574990272522,0.0,0.0,0.0,15.134561538696289,-1.6459753513336182,0.5288215279579163,40099.0,42565.0,43499.0,39833.0,41499.4453125,14.620461463928223,-1.5717289447784424,0.5154849290847778
8.42,-0.035138145089149475,0.43001067638397217,0.5266536474227905,0.0,0.0,0.0,14.137276649475098,-1.5005638599395752,0.4917915165424347,41308.0,42286.0,43258.0,40768.0,41905.19140625,13.580767631530762,-1.3923834562301636,0.46335291862487793
8.44,-0.03733876347541809,0.41366177797317505,0.5229780673980713,0.0,0.0,0.0,13.040445327758789,-1.2858877182006836,0.4503118395805359,40753.0,41941.0,43477.0,41249.0,41855.30859375,12.395295143127441,-1.220198154449463,0.4146651029586792
8.46,-0.03494829311966896,0.39696305990219116,0.5213823914527893,0.0,0.0,0.0,11.787060737609863,-1.1726197004318237,0.3905666172504425,41515.0,42073.0,42381.0,40875.0,41711.49609375,11.048734664916992,-1.1386357545852661,0.3635132610797882
8.48,-0.03362012654542923,0.3860507905483246,0.5203202962875366,0.0,0.0,0.0,10.339871406555176,-1.0969765186309814,0.35326749086380005,39957.0,41763.0,44749.0,42367.0,42209.28515625,9.617036819458008,-0.9871540665626526,0.3343091905117035
8.5,-0.03530503436923027,0.36854830384254456,0.5152605175971985,0.0,0.0,0.0,8.91329574584961,-0.8833500742912292,0.3212059438228607,40521.0,42063.0,43749.0,41591.0,41981.16015625,8.112579345703125,-0.8088095784187317,0.295342355966568
8.52,-0.03446448966860771,0.35380682349205017,0.5141444802284241,0.0,0.0,0.0,7.391073703765869,-0.7422701120376587,0.2807902991771698,40334.0,40404.0,43760.0,42882.0,41661.1953125,6.566385746002197,-0.6839389204978943,0.2674775719642639
8.54,-0.033987004309892654,0.34923437237739563,0.513823390007019,0.0,0.0,0.0,5.747547149658203,-0.6241424083709717,0.23835961520671844,38668.0,41004.0,44624.0,41516.0,41299.65625,5.010812759399414,-0.5606520771980286,0.24072480201721191
8.56,-0.03392602875828743,0.3316914439201355,0.5132583379745483,0.0,0.0,0.0,4.163844585418701,-0.5122060179710388,0.22417068481445312,39106.0,41736.0,43494.0,40032.0,40938.63671875,3.452401876449585,-0.4332813322544098,0.22072751820087433
8.58,-0.034408338367938995,0.31310778856277466,0.5129781365394592,0.0,0.0,0.0,2.670470952987671,-0.34019148349761963,0.21473562717437744,39626.0,40148.0,42904.0,42146.0,41066.83203125,2.001241683959961,-0.29632601141929626,0.2080129086971283
8.6,-0.034210674464702606,0.29656535387039185,0.5103152394294739,0.0,0.0,0.0,1.2365621328353882,-0.2661694288253784,0.1929679661989212,38434.0,40492.0,43508.0,41126.0,40758.4140625,0.5592181086540222,-0.24069593846797943,0.1856497824192047
8.62,-0.033681273460388184,0.27884426712989807,0.5103362202644348,0.0,0.0,0.0,-0.20345604419708252,-0.21932244300842285,0.1756577342748642,37418.0,40666.0,43772.0,40452.0,40276.19921875,-0.8751766085624695,-0.19794446229934692,0.18066903948783875
8.64,-0.034557417035102844,0.2617639899253845,0.5115081667900085,0.0,0.0,0.0,-1.6128188371658325,-0.15425509214401245,0.1716592013835907,38106.0,40608.0,41980.0,39718.0,39955.30859375,-2.279392719268799,-0.13129544258117676,0.1521613448858261
8.66,-0.030601512640714645,0.24679818749427795,0.5121671557426453,0.0,0.0,0.0,-2.9939398765563965,-0.10153637081384659,0.12879963219165802,38543.0,37689.0,41119.0,41853.0,39680.2578125,-3.5857365131378174,-0.0670371949672699,0.13075560331344604
8.68,-0.03090577758848667,0.22965368628501892,0.5154188871383667,0.0,0.0,0.0,-4.265835285186768,-0.044047582894563675,0.121916763484478,36272.0,39196.0,41906.0,38918.0,38960.01171875,-4.901189804077148,-0.019252322614192963,0.11349703371524811
8.7,-0.031968362629413605,0.21208077669143677,0.516569197177887,0.0,0.0,0.0,-5.40670919418335,0.041291315108537674,0.12064122408628464,35970.0,39494.0,41570.0,38482.0,38814.390625,-5.96457052230835,0.10242990404367447,0.1111660972237587
8.72,-0.029767613857984543,0.19691765308380127,0.5178200602531433,0.0,0.0,0.0,-6.464789390563965,0.15932419896125793,0.09492172300815582,38139.0,38271.0,39281.0,39441.0,38337.4453125,-6.953235149383545,0.21371854841709137,0.08598155528306961
8.74,-0.029586762189865112,0.17574341595172882,0.5212865471839905,0.0,0.0,0.0,-7.332735538482666,0.21020475029945374,0.07329333573579788,36280.0,39506.0,40302.0,37208.0,38329.9921875,-7.799186706542969,0.18217512965202332,0.05412682890892029
8.76,-0.028471602126955986,0.15940280258655548,0.5226461291313171,0.0,0.0,0.0,-8.140602111816406,0.18074984848499298,0.04344326630234718,36680.0,39290.0,40154.0,37404.0,38437.65234375,-8.520833969116211,0.20871488749980927,0.05124393105506897
8.78,-0.028799930587410927,0.14376844465732574,0.5266631841659546,0.0,0.0,0.0,-8.88237476348877,0.23566240072250366,0.05120484158396721,35880.0,36708.0,40040.0,38936.0,37963.6484375,-9.28065013885498,0.2502758502960205,0.04184311628341675
8.8,-0.028792016208171844,0.13039472699165344,0.528459906578064,0.0,0.0,0.0,-9.589628219604492,0.2532123029232025,0.04268176108598709,36152.0,38228.0,40024.0,37780.0,38145.7578125,-9.95116901397705,0.24266299605369568,0.02798452414572239
8.82,-0.026507198810577393,0.1172264963388443,0.5296266674995422,0.0,0.0,0.0,-10.211409568786621,0.23730656504631042,0.02352122776210308,37183.0,38685.0,39329.0,37819.0,38353.46875,-10.496874809265137,0.23752613365650177,0.013643897138535976
8.84,-0.0242258682847023,0.10499615222215652,0.5306167006492615,0.0,0.0,0.0,-10.722271919250488,0.2155960351228714,0.0041470895521342754,36952.0,37716.0,39898.0,39318.0,38594.01953125,-10.935739517211914,0.21905700862407684,0.002508964156731963
8.86,-0.02485359087586403,0.09038643538951874,0.5312967896461487,0.0,0.0,0.0,-11.07755184173584,0.1893400251865387,-0.008444331586360931,38178.0,40398.0,39148.0,37132.0,38866.515625,-11.26834774017334,0.17826448380947113,-0.017804013565182686
8.88,-0.024946659803390503,0.08576839417219162,0.5337684750556946,0.0,0.0,0.0,-11.400434494018555,0.21921631693840027,-0.020407088100910187,37586.0,38416.0,39580.0,39186.0,38823.76953125,-11.464068412780762,0.21968278288841248,-0.027408024296164513
8.9,-0.02337058261036873,0.07468987256288528,0.5336941480636597,0.0,0.0,0.0,-11.553025245666504,0.19422705471515656,-0.042967986315488815,36536.0,39616.0,41438.0,38230.0,39079.4765625,-11.580077171325684,0.17991769313812256,-0.053968507796525955
8.92,-0.02336106449365616,0.06495989859104156,0.5337932705879211,0.0,0.0,0.0,-11.63448429107666,0.1873142570257187,-0.05139817297458649,37912.0,39186.0,40258.0,39448.0,39723.87890625,-11.638911247253418,0.20224767923355103,-0.053365789353847504
8.94,-0.022280056029558182,0.055502161383628845,0.5313985347747803,0.0,0.0,0.0,-11.637429237365723,0.20183104276657104,-0.06301164627075195,38092.0,41084.0,41426.0,38834.0,39967.3359375,-11.582898139953613,0.21189658343791962,-0.06835664808750153
8.96,-0.021262865513563156,0.04733150079846382,0.5308716893196106,0.0,0.0,0.0,-11.53996753692627,0.2149675190448761,-0.07858147472143173,37967.0,41917.0,41993.0,38403.0,40157.12109375,-11.447691917419434,0.18777243793010712,-0.09598630666732788
8.98,-0.020640522241592407,0.041024886071681976,0.5312107801437378,0.0,0.0,0.0,-11.36520004272461,0.15688005089759827,-0.11159957200288773,39004.0,40934.0,41764.0,39982.0,40484.0,-11.25131893157959,0.15133686363697052,-0.11522839218378067
9.0,-0.019690386950969696,0.03364019840955734,0.5283230543136597,0.0,0.0,0.0,-11.1097993850708,0.1711689829826355,-0.11344095319509506,39651.0,40503.0,41097.0,40881.0,40567.42578125,-10.945186614990234,0.19865946471691132,-0.11376456171274185
9.02,-0.01815684698522091,0.026034362614154816,0.5274991989135742,0.0,0.0,0.0,-10.761247634887695,0.21980328857898712,-0.1191711574792862,39892.0,42136.0,41006.0,39338.0,40788.76953125,-10.5684232711792,0.21637818217277527,-0.12909118831157684
